,content
1762,"CÓ NHÀ NƯỚC NÀO KHỐN NẠN NHƯ THẾ KHÔNG?

#TNCG
#Ncov

BẢN TIN CÔNG GIÁO - News Catholic
February 2, 2020 at 12:17 PM ·

BTCG - Trung Quốc bỏ mặc bệnh nhân Corona, nhiều người nằm chết trên đường phố Vũ Hán

La Croix: Có một nhà nước nào khốn nạn như thế không?

Giờ đây, bọn cầm quyền coi những người nhiễm bệnh như thể họ đã chết. Họ quay lưng lại với các công dân tìm kiếm sự giúp đỡ; nhiều người không được đưa vào bệnh viện để chẩn đoán và điều trị; một số người được chẩn đoán là có bệnh nhưng không nhận được sự chăm sóc y tế nào cả. Những người dân nào được yêu cầu về nhà và tự cô lập đâm ra hoảng sợ vì lo rằng mình sẽ chết chỉ trong nay mai. Một số người nhiễm bệnh tự nguyện ngủ trên đường phố, vì sợ lây bệnh cho gia đình. Trong tình cảnh như thế, sức khoẻ của họ xuống dốc nhanh hơn và khả năng tử vong nhân lên gấp bội. Cuộc sống bình thường đã biến mất, không chỉ ở Vũ Hán mà cả ở nhiều thành phố khác."
1763,"TỐC ĐỘ GIA TĂNG NGƯỜI NHIỄM VIRUS CORONA LÀ CHƯA TỪNG CÓ

Tính từ thời điểm Trung Quốc công bố đến nay là 22 ngày nhưng số lượng người nhiễm Virus Vũ Hán (Ncov) gần bằng gấp hai lần so với số người nhiễm dịch SARS trong vòng ba tháng vào năm 2002 - 2003.

Trong 2 ngày gần đây nhất tại Trung Quốc, mỗi ngày có đến 3000 người nhiễm mới. Tổng số người lây nhiễm trên toàn cầu là 14.568, trong đó số người tử vong là 305 và số người bình phục là 340. (Số người tử vong tương đương với số người bình phục).

Việt Nam cũng đã tăng từ 2 người lên 7 người vào hôm nay tại các địa phương Hà Nội (2 người), Thanh Hóa (1 người), Khánh Hòa (1 người) và TP Hồ Chí Minh (03 người).
Khuyến cáo người dân khi phát hiện…"
1764,"XIN CẦU NGUYỆN CHO NHỮNG CHIẾN SĨ TÌNH YÊU GIỮA CƠN ĐẠI DỊCH

Anh ấy chính là Bác sỹ Lý Văn Lương, người đã phát hiện ra dấu hiệu bệnh lạ và chia sẻ trong nhóm chát với các bác sỹ khác. Sau đó đã bị công an gọi lên thẩm vấn và xử phạt. Bác sỹ Lương được xem là người đầu tiên chữa cho những người nhiễm Virus Corona và bây giờ đã bị nhiễm bệnh.
===
ANH LÀ NGƯỜI TỐT, CẦU CHO ANH BÌNH YÊN
""Hôm nay kết quả xét nghiệm axit nucleic (với coronavirus) của tôi dương tính. Mọi thứ đã được sáng tỏ - cuối cùng, nó đã được xác nhận"", Li Wenliang, một bác sĩ nhãn khoa tại Bệnh viện Trung ương Vũ Hán, đã viết vào sáng thứ bảy trên microblog Weibo của mình. Nơi làm việc của anh, Trung tâm y tế Vũ Hán, một… More"
1765,"NGƯỜI DÂN ĐƯA TIN CHÍNH XÁC VẪN BỊ PHẠT 10 TRIỆU ĐỒNG

Rõ ràng là Hải Phòng đã có trường hợp nghi bị nhiễm Virus Corona và phải cách ly. Tại sao lại bịt miệng người dân và còn phạt tiền ác vậy đảng ơi ?

#TNCG
#khongcongsan"
1766,"NHỮNG BÍ ẨN KHIẾN TRUNG QUỐC KHÔNG DÁM NHẬN SỰ HỖ TRỢ TỪ HOA KỲ

Đây là bài viết có dẫn chứng rất nhiều nhưng ở dạng suy luận logic, vì Trung Quốc vẫn che dấu phần gốc của đại dịch. Cho nên tin hay không là do bạn đọc. Chúng ta cùng vén bức màn bí ẩn này cũng như tìm hiểu về Shi Zhengli (Thạch Chính Lệ), một chuyên gia Virus học hàng đầu thế giới đang làm việc tại Viện nghiên cứu Virus học Vũ Hán, người được cho là đã tạo ra Virus Corona.

Xâu chuỗi những nghi vấn bất thường.
Nghi vấn thứ nhất: Corona Virus đã được biến đổi gen để nguy hiểm với người già, ít nguy hiểm với trẻ em?
[1] Ngày 29/1, tờ Gulfnews đưa tin về một ca nhiễm Corona quái dị ở Vũ Hán. Khi cả gia đình bao gồm cha, mẹ, ông,…"
1767,"TOANG RỒI BÀ CON ĐÀ NẴNG ƠI ☠️☠️☠️

Tại sao bị nhiều rồi nhưng bắt dấu hết?
Chắc là đảng muốn giết dân Việt thật nhiều để vừa lòng anh hai Trung cộng. Hoặc im lặng để vì anh hai Trung cộng chưa cho phép nói???

Vậy nên, bà con đừng tin lời cộng sản mà chủ quan nhé. Hàng chục ngàn người Trung Quốc trong cái thành phố Đà Nẵng thì làm sao mà không có người nhiễm được.

#TNCG
#ncov"
1768,"CHÚNG TÔI CÓ MỘT TIN TỐT VÀ MỘT TIN XẤU VỀ VIRUS CORONA

- Tin tốt: Toàn đảng vô cùng sung sướng về hình ảnh ""Việt Nam đã chữa được Virus Corona"" chiếu trên màn hình lớn tại quảng trường thời đại New York của Mỹ. (xem hình ảnh kèm theo)

- Tin xấu: Cũng người bệnh trong hình ảnh đó đã được Trung Quốc tuyên bố chữa khỏi Virus Corona vào ngày 28/01/2020 (xem hình kèm theo)

#TNCG đã nhiều lần khuyến nghị rằng, ngày xưa chưa có Internet, nên bị cộng sản lừa bịp là chuyện bình thường như củ cải đường ăn ngọt. Nhưng ngày nay mà còn bị Dư luận viên, AK47...dắt mũi rồi tin yêu theo đảng thì bị gọi là ""Bò đỏ, bò vàng"" cũng không oan chút nào. 🥵🥵🥵

P/s: Đọc phần bình luận trong hình mà thấy ""tự hào quá cộng sản ơi""

https://www.facebook.com/thanhnienconggiao/photos/a.195972013805280/2752172211518568/?type=3&theater"
1769,"TỔNG HỢP THÔNG TIN VỀ DỊCH VIRUS CORONA (NCOV)

Tính đến hết ngày 31/01/2020, toàn bộ các tỉnh thành bên trong lục địa Trung Quốc (trừ Hồng Kông và Macau) đã có tổng cộng:
- 9.780 ca mắc bênh
- 213 ca tử vong
- 171 ca phục hồi
- 1.527 ca trầm trọng.
- 348 ca nguy kịch.
- 15.238 ca bị nghi ngờ.

Diễn biến các nước khác:
- Pakistan đề nghị gửi một bệnh viện dã chiến cùng một nhóm bác sĩ đến giúp đỡ Trung Quốc. Pakistan cũng tạm thời dừng toàn bộ các chuyến bay thẳng với Trung Quốc. Các hãng bị ảnh hưởng bởi lệnh cấm bao gồm Pakistan International Airlines, Air China và China Southern Airlines.

- Chuyến bay di tản công dân của Ấn Độ ra khỏi Vũ Hán vừa cất cánh. Ấn Độ ra lệnh cấm xuất khẩu các…"
1770,"CHÚNG CON CẢM ƠN THÔNG TIN CHÂN THẬT VÀ VÔ CÙNG XÚC ĐỘNG TỪ CHA

Dưới đây là câu chuyện cha Nam Phong kể về sự chứng kiến trực tiếp của ngài, trong chuyến thăm gia đình cụ Lê Đình Kình tại làng Đồng Tâm vào ngày hôm nay (07 Tết Canh tý).
---
""Chúng tôi về thôn Hoành trong tiết trời se lạnh của ngày 7 tháng Giêng âm lịch. Cái lạnh thời tiết cùng với thông tin về Đồng tâm, về cái chết đầy u uất của cụ Kình làm cho cái lạnh có vẻ lạnh thêm.

Ngay từ ngã ba Phúc Lâm, cách thôn Hoành vài cây số, những gì còn vương lại và được người dân miêu tả trong sự sợ hãi về sự hiện diện vòng ngoài của hàng ngàn cảnh sát, an ninh, mật vụ, cho thấy mức độ chính quyền tập kích thôn Hoành ngày 9/1/2020, quy mô hơn…"
1771,"CÔNG AN HAY CÔN AN

#TNCG – Một vụ xả súng đẫm máu đã xảy ra ở Tp Hồ Chí Minh khiến cho 5 người chết, 1 người bị thương và một con bò của một hộ dân gần đó chết do đạn lạc.

Hung thủ gây ra vụ án tên Lê Quốc Tuấn, sinh ngày 02/11/1987 với nghề nghiệp là CÔNG AN với chức vụ THƯỢNG ÚY.
Tội danh của Tuấn trong vụ việc bao gồm: ĐÁNH BẠC, GIẾT NGƯỜI CƯỚP CỦA, HỦY HOẠI TÀI SẢN, SỬ DỤNG VŨ KHÍ QUÂN DỤNG TRÁI PHÉP.

Thế mà trong Lệnh truy nã chỉ ghi tội danh của Tuấn là “Giết người, Cướp tài sản và Tàng trữ, sử dụng trái phép vũ khí quân dụng”.
Đây là một hành vi che giấu tội phạm, cố ý lèo lái dư luận để giảm bớt hình phạt mà hung thủ gây ra.

Đề nghị người ra lệnh truy nã ghi đúng tội danh của hung thủ, đừng bao che cho “thanh niên học tập và làm theo tấm gương đạo đức Hồ Chí Minh”
---------------------------------------------
Giờ nên gọi là CÔNG AN NHÂN DÂN hay CÔN AN HẠI DÂN đây quý vị?"
1772,"ANH ẤY ĐÂY RỒI, MỘT NGƯỜI MÀ HAI NƯỚC ĐỀU CHỮA KHỎI"
1773,"ĐẢNG ƠI ???????

Các ông ký tá với nhau kiểu gì mà của khẩu không được đóng khi chưa được Trung Quốc cho phép? Như vậy là khác gì Việt Nam đã thành khu tự trị của Trung Quốc rồi.

Trời xui đất khiến, hồn thiêng sông núi phù trợ cách kỳ lạ thế nào mà vào đúng ngày đầu năm 2020, đại dịch Virus lại bùng phát từ Vũ Hán của Trung Quốc, để qua đó lộ diện tất cả những chính sách nô bộc của Việt Nam đối với Trung Quốc.

Đúng là những kẻ bán nước đã lộ nguyên hình qua con Virus Corona Vũ Hán. Nếu không có trận đại dịch xuất phát từ Trung Quốc vào lần này, thử hỏi đến bao giờ những bí mật ""nô lệ"" này các ông mới cho dân Việt Nam được biết?

Sự thật đã hiện rõ ràng ""đảng cộng sản Việt Tàu"" là anh em một nhà.
Độc lập - Tự do - Hạnh phúc chỉ là miếng bánh vẽ mà thôi."
1774,"Nhìn cảnh chen chúc mà thương cho dân mình. Cũng chỉ vì tin vào sự bưng bít và vô trách nhiệm của phe cuồng đảng, tung ""Quân đoàn bò đỏ"" ra để lừa bịp, răn đe nên giờ mới phải chen chúc kiểu này đây.

Trong số những người chen chúc ấy, có ông bà hay cha mẹ hay anh em của đám dư luận viên, tuyên truyền viên, công an viên, đảng viên không nhỉ.

Tất cả là nạn nhân của băng đảng gian ác và vô trách nhiệm !

#TNCG
#khautrang"
1775,"MỞ CỬA ĐÓN HÀNG CHỤC NGÀN NGƯỜI TRUNG QUỐC VÀO ĂN CHƠI, GIỜ THÌ HỎA VỚI TỐC.

Những người có trách nhiệm đưa bin báo động thì được đảng tung đám tay sai ra chửi rủa. Lại còn chỉ đạo công an vào cuộc để bịt miệng.

Đến khi dân bị tràn lan thì lại tung ra lực lượng chửi dân kém ý thức, trong khi lẽ ra từ chối khách Trung Quốc ngay từ khi phát hiện ra ổ dịch. Thậm chí đến nay vẫn chưa dám chặn người Trung Quốc vì ông Nguyễn Phú Trọng rất sợ làm vậy sẽ bị Tập Cận Bình nổi giận đuổi khỏi ghế.

Độc lập kiểu gì mà:
""Mất bò rồi vẫn không được phép làm chuồng""
""Chết khát rồi vẫn không được phép kiếm nước uống""

#TNCG
#khongcongsan"
1776,"CHÚNG TA CÙNG CHÚC CHA TÂN TRÀN ĐẦY HỒNG ÂN CHÚA TRONG NĂM MỚI ❣️❣️❣️

P/s: Bà con Sài Gòn về chúc Tết cha Tân tại Núi Cúi.

Nguồn: Nguyễn Peng.
#TNCG"
1777,"THỨ TRƯỞNG BỘ Y TẾ TUYÊN BỐ VIỆT NAM 'HOÀN TOÀN CÓ KHẢ NĂNG ĐIỀU TRỊ THÀNH CÔNG' VIRUS VIÊM PHỔI VŨ HÁN

#TNCG - Trong lúc giới khoa học thế giới đang chạy đua với tốc độ kỷ lục để điều chế vacxin ngừa chủng virus gây dịch viêm phổi Vũ Hán, bất ngờ một lãnh đạo ngành y tế Việt Nam, tuyên bố có khả năng điều trị thành công bệnh dịch này.

Báo Tuổi Trẻ hôm 28 Tháng Một, 2020, dẫn lời ông Nguyễn Trường Sơn, Thứ Trưởng Bộ Y Tế, nói: “Ngành y tế Việt Nam hoàn toàn có khả năng phát hiện, điều trị thành công các ca bệnh nhiễm nCoV”.

Căn cứ để vị Thứ trưởng Bộ Y Tế đưa ra phát biểu nêu trên, là do bệnh tình của hai cha con người Trung Quốc nhiễm virus corona đang điều trị tại bệnh viện Chợ Rẫy hiện…"
1778,"VIRUS CORONA KHÔNG DÁM XÂM NHẬP QUA BIÊN GIỚI VIỆT NAM

Đây là biểu đồ sự có mặt của virus Corona tại các quốc gia vào cuối ngày 28/01/2020. Việt Nam vẫn dừng lại ở con số 2 người Trung Quốc (lỡ bị phát hiện ngay từ đầu). Trong khi các nước khác như Thái Lan đã lên tới 14 ca, Nhật Bản có 7 ca, Hoa Kỳ 5 ca, Pháp 4 ca, Úc 4 ca...

Còn nữa, các quốc gia khác như Hoa Kỳ, Đức, Ý... đã quá lo lắng cho mạng sống công dân của họ bị mắc kẹt tại Vũ Hán, đến độ phải dùng máy bay riêng biệt để vận chuyển công dân về nước.

Riêng Việt Nam ta vẫn bằng chân như vại, chẳng có gì mà quan phải ngại cả. Không có bất kỳ thông tin nào về số người Việt đang mắc kẹt tại Vũ Hán, cũng như tình trạng sức khỏe của họ ra…"
1779,"NHIỆT LIỆT HOAN HÔ TRUNG QUỐC VÀ VIỆT NAM VÔ ĐỊCH

Theo như thông báo của cơ quan chức năng, hiện nay trên toàn cõi đất này chỉ mới có hai nước Việt Nam và Trung Quốc, cùng tuyên bố chữa được Virus Corona (Vũ Hán), còn các quốc gia phát triển như Canada, Hoa Kỳ, Anh, Pháp, Đức, Singapore... vẫn còn loay hoay.

Thành tích xuất sắc này có được là nhờ sự lãnh đạo trực tiếp, toàn diện và mọi mặt của hai đảng anh em. Thành tựu rực rỡ này sẽ là giải pháp hữu hiệu giúp cho những người tin yêu đảng cộng sản không còn sợ bị Virus Corona lây nhiễm.

Riêng đối với cộng đồng không tin theo đảng, cần phải tự đeo khẩu trang cẩn thận và thực hiện theo các lời khuyên của chuyên gia đưa ra, để tự bảo vệ lấy bản thân, gia đình và cộng đồng của mình.

#TNCG
#coronavirus"
1780,"CỘNG HÒA VIRUS CORONA?

Tờ báo Jutland Post của Đan Mạch đã đăng hình này lên và Trung Quốc tự cảm thấy đó là hành động ""châm biếm về lá cờ"" của họ, nên đùng đùng nổi giận và cực lực phản đối.

Lẽ ra như các trận dịch trước đây, nơi phát xuất nguồn dịch thường nhận được sự cảm thông, chia sẻ và hỗ trợ tối đa từ cộng đồng Quốc tế để cùng nhau vượt qua thảm họa. Nhưng đối với Trung Quốc lần này là trái ngược, họ nhận được sự khinh bỉ nhiều hơn là vì sao?

Thế giới đã và đang hiểu đúng sự thật về ""Cộng Hòa Virus Corona"". Mấy chục năm nay, nơi đó đã thành nền tảng, là cột trụ và hình mẫu về một chế độ gian dối và lừa bịp đồng bào và cả thế giới.

Thật không may cho người dân Việt Nam vì sự lưu manh mà thế giới đang khinh bỉ nơi ""Cộng Hòa Virus Corona"" lại được đảng cộng sản cho học tập và làm theo chế độ Trung Quốc."
1781,"BẠN MUỐN CON CÁI TRỞ THÀNH LÃNH TỤ TÀI BA NHƯ BÁC TRỌNG, CỨ CHO NGHIỀN NGẪM NHỮNG THỨ NÀY.

#TNCG
#khongcongsan"
1782,"Ôi CHÚA ƠI, CÁI GIẾNG TRỜI ĐÂU PHẢI LÀ CỦA NHÀ CỤ KÌNH!

Cách xa như vậy làm sao mà cụ Kình đẩy được 03 công an rơi xuống hố, rồi đổ xăng đốt xác họ cháy đen được? Hơn nữa, đêm hôm đó nhà cụ Kình đã bị hàng ngàn công an phong tỏa, bao vây chặt kín đến nỗi con kiến cũng khó mà lọt qua được.

#TNCG
#datdongtam"
1783,"KHÔNG HIỂU CHUYỆN GÌ ĐANG XẢY RA NỮA

#TNCG
#Coronavirus

Trần Thái Hòa
January 28, 2020 at 11:30 PM ·

Chính quyền đặc khu #HongKong sẽ cắt toàn bộ dịch vụ đường sắt cao tốc với Trung Quốc đại lục bắt đầu từ ngày 30 tháng 1. Dịch vụ đường thủy cũng sẽ ngưng hoạt động.

Video quay lại cảnh quan chức và dân Trung Quốc dẩm đạp lên nhau bằng mọi giá để trốn khỏi Trung Quốc Đại lục trước khi Hồng Kông ban hành trình trạng khẩn cấp.

Việt Nam vẫn bình chân như vại.

#Wuhan #Coronavirus #viruscorona

Video/ Ramy Inocencio 英若明"
